'Time and date','Fp1.','Fp2.','C3.','C4.','P3.','P4.','O1.','O2.'
'[17:42:23.828 11/09/2023]',-7.232965,-1.303182,31.49112,1.341672E-11,-1.617799,0.9263036,56.05107,64.46764
'[17:42:23.836 11/09/2023]',-1.587636,-1.203956,-18.32621,1.341672E-11,-16.79396,-2.483738,-44.68239,-50.54939
'[17:42:23.844 11/09/2023]',-4.606371,-2.384236,-55.25642,1.341672E-11,-10.90518,-16.60689,-35.10643,-38.70472
'[17:42:23.852 11/09/2023]',-0.9284458,-0.2252551,-14.17611,1.341672E-11,9.267145,2.972407,0.903438,-6.583988
'[17:42:23.860 11/09/2023]',-1.156839,-1.438545,9.542647,1.341672E-11,3.191974,12.52032,25.14228,35.95358
'[17:42:23.868 11/09/2023]',0.1191263,-2.409114,0.06073208,1.341672E-11,2.132043,4.393077,-22.93887,-32.85883
'[17:42:23.876 11/09/2023]',-0.90196,-2.300668,37.03056,1.341672E-11,10.67513,9.274178,59.40495,65.20262
'[17:42:23.884 11/09/2023]',-0.3967153,1.955992,-10.10601,1.341672E-11,0.4243515,1.934156,-18.46523,-12.00348
'[17:42:23.892 11/09/2023]',0.2840594,1.728158,14.894,1.341672E-11,-3.814936,-2.824813,28.91327,34.47307
'[17:42:23.900 11/09/2023]',-3.556309,1.181193,-2.642277,1.341672E-11,1.504019,3.77771,-0.008103975,5.818069
'[17:42:23.908 11/09/2023]',4.37747,4.891447,6.981597,1.341672E-11,5.977295,-0.8212059,-7.831612,-18.06463
'[17:42:23.916 11/09/2023]',-3.27196,-2.057482,31.93624,1.341672E-11,5.884052,12.16893,34.046,47.16906
'[17:42:23.924 11/09/2023]',1.034582,1.506602,14.63758,1.341672E-11,6.399231,3.87182,26.34853,23.00778
'[17:42:23.932 11/09/2023]',-1.572833,-1.371927,-3.517744,1.341672E-11,-2.904543,4.036797,3.449465,-5.860866
'[17:42:23.940 11/09/2023]',-2.486294,-1.051042,3.064862,1.341672E-11,-2.748224,-4.578783,8.645715,18.07297
'[17:42:23.948 11/09/2023]',2.57461,-2.070612,7.853493,1.341672E-11,3.569317,4.654051,-7.817564,-16.46536
'[17:42:23.956 11/09/2023]',-0.1702536,-0.476203,22.43476,1.341672E-11,-1.111752,-0.7257379,38.62723,35.2764
'[17:42:23.964 11/09/2023]',3.0781,-0.3938644,29.57144,1.341672E-11,9.678369,6.373017,46.42486,59.15617
'[17:42:23.972 11/09/2023]',0.8217304,1.762482,-12.06723,1.341672E-11,0.1738597,0.1882805,-14.86094,-23.29696
'[17:42:23.980 11/09/2023]',-0.327352,-0.05997838,5.83321,1.341672E-11,1.761518,2.105819,-15.68044,-16.83558
'[17:42:23.988 11/09/2023]',-14.22662,-3.463457,-30.5079,1.341672E-11,3.086824,-3.110796,-15.7197,-8.332327
'[17:42:23.996 11/09/2023]',7.922113,2.177525,16.12876,1.341672E-11,6.649621,8.195851,30.0461,40.86095
'[17:42:24.004 11/09/2023]',-2.988736,-0.7299187,2.530022,1.341672E-11,2.346194,-3.255213,-5.798136,-13.21974
'[17:42:24.012 11/09/2023]',0.7814776,1.308439,-10.45512,1.341672E-11,-4.124846,-3.459309,-10.2732,9.754216
'[17:42:24.020 11/09/2023]',-3.759114,-7.85152,-15.28684,1.341672E-11,-0.6468887,-3.139552,-24.10897,-15.94434
'[17:42:24.028 11/09/2023]',2.256123,1.002141,10.29765,1.341672E-11,-7.070043,1.555333,10.05412,-1.868579
'[17:42:24.036 11/09/2023]',-0.483606,-1.560266,-23.79149,1.341672E-11,-10.7705,-4.949721,-25.33551,-24.58018
'[17:42:24.044 11/09/2023]',1.814839,3.070464,-0.7437276,1.341672E-11,2.796678,-2.107834,3.549266,-4.950974
'[17:42:24.052 11/09/2023]',-1.197578,-2.779852,6.071338,1.341672E-11,-8.670562,-2.921662,-0.2975195,-2.556061
'[17:42:24.060 11/09/2023]',2.598876,-0.7928122,23.651,1.341672E-11,10.26906,6.409694,39.34763,28.13231
'[17:42:24.068 11/09/2023]',3.084805,0.8842064,-1.334064,1.341672E-11,0.7704265,-7.565,-8.52138,-4.663453
'[17:42:24.076 11/09/2023]',3.24619,3.532279,24.09008,1.341672E-11,2.848169,9.798697,15.49242,21.77012
'[17:42:24.084 11/09/2023]',-9.738964,2.162392,26.36606,1.341672E-11,3.372031,14.22327,29.05405,13.51652
'[17:42:24.092 11/09/2023]',0.3076512,-0.9218307,-14.82526,1.341672E-11,0.7110265,14.5245,-2.653028,-5.73685
'[17:42:24.100 11/09/2023]',-0.9134709,-3.904229,5.092073,1.341672E-11,-5.505363,-0.9656646,14.78652,9.956875
'[17:42:24.108 11/09/2023]',-2.274669,-5.316034,-13.9474,1.341672E-11,2.950237,-15.97673,-24.20883,-33.16126
'[17:42:24.116 11/09/2023]',2.559759,-1.010393,-1.307021,1.341672E-11,2.175959,-0.3093717,-11.03134,-16.71136
'[17:42:24.124 11/09/2023]',-0.5413501,1.562815,38.4534,1.341672E-11,13.29634,11.62868,61.13991,67.67892
'[17:42:24.132 11/09/2023]',1.365974,-2.820602,18.90611,1.341672E-11,-0.5015504,1.56696,27.00929,16.79639
'[17:42:24.140 11/09/2023]',-4.320735,1.016858,18.31384,1.341672E-11,-1.709195,0.08758473,17.07199,22.3963
'[17:42:24.148 11/09/2023]',0.3932201,-1.762019,21.83528,1.341672E-11,7.253464,0.4996288,49.36635,58.11046
'[17:42:24.156 11/09/2023]',3.406873,0.7310642,-4.064013,1.341672E-11,5.283699,-9.562358,-2.517721,10.05709
'[17:42:24.164 11/09/2023]',-2.44647,-3.422622,-15.41857,1.341672E-11,7.715372,5.377145,-13.38043,-2.200984
'[17:42:24.172 11/09/2023]',-0.9201279,-0.9382758,-16.76459,1.341672E-11,-0.62128,-6.714255,-28.07956,-54.03788
'[17:42:24.180 11/09/2023]',0.497053,1.068403,-36.44768,1.341672E-11,-13.13743,-22.63956,-59.20638,-61.61857
'[17:42:24.188 11/09/2023]',-6.168178,-1.682529,29.31714,1.341672E-11,10.72004,12.6513,44.21873,60.63807
'[17:42:24.196 11/09/2023]',10.53354,2.521803,7.396529,1.341672E-11,1.423311,-0.4901248,-3.670557,-11.02774
'[17:42:24.204 11/09/2023]',0.6702287,-0.1216568,-19.98411,1.341672E-11,2.577091,-13.63923,-20.25298,-27.46794
'[17:42:24.212 11/09/2023]',1.229169,1.58448,-18.37523,1.341672E-11,-2.197665,6.115889,-13.34513,-23.56855
'[17:42:24.220 11/09/2023]',0.8590936,1.835791,-0.001108149,1.341672E-11,-6.569201,-9.275561,-15.87539,3.219427
'[17:42:24.228 11/09/2023]',-1.213904,0.9539877,-2.103926,1.341672E-11,4.737017,-1.092525,-18.68757,-14.78244
'[17:42:24.236 11/09/2023]',0.3883869,-0.1695645,12.57996,1.341672E-11,3.949743,3.98598,9.784164,-7.385825
'[17:42:24.244 11/09/2023]',0.6712199,3.170783,-27.84934,1.341672E-11,-7.514565,-11.30157,-19.95159,-46.92959
'[17:42:24.252 11/09/2023]',-0.8551447,0.3792487,31.85666,1.341672E-11,10.72931,10.34349,57.00056,57.9319
'[17:42:24.260 11/09/2023]',-2.987494,0.8043858,-4.911158,1.341672E-11,-0.5862834,-1.710963,-0.3016865,2.922048
'[17:42:24.268 11/09/2023]',2.73906,2.289861,-1.268913,1.341672E-11,4.360108,-0.1851963,5.235063,8.368786
'[17:42:24.276 11/09/2023]',-0.5885773,-1.038996,21.46893,1.341672E-11,-5.898075,1.615138,19.85341,31.74018
'[17:42:24.284 11/09/2023]',-0.5808179,-0.7049183,19.48852,1.341672E-11,3.241088,-0.05994989,22.12426,28.14173
'[17:42:24.292 11/09/2023]',0.9986242,1.389165,-21.39025,1.341672E-11,-11.21818,-11.5445,-49.29078,-64.14896
'[17:42:24.300 11/09/2023]',-2.376432,0.2805539,11.17291,1.341672E-11,10.9087,10.33712,45.6654,46.00763
'[17:42:24.308 11/09/2023]',2.708956,2.46383,13.09134,1.341672E-11,2.542509,5.77047,2.62571,16.71946
'[17:42:24.316 11/09/2023]',-2.184829,-2.078274,-0.3866521,1.341672E-11,-4.236331,1.111017,9.800792,9.708282
'[17:42:24.324 11/09/2023]',-2.265354,-3.488727,-18.61355,1.341672E-11,-0.7111464,0.1814629,-7.746903,-13.12543
'[17:42:24.332 11/09/2023]',4.222841,-0.4471303,35.19215,1.341672E-11,13.92033,19.50664,59.56369,50.98972
'[17:42:24.340 11/09/2023]',-0.2295246,-0.2088462,-4.519582,1.341672E-11,-2.157453,3.495783,-4.170315,7.059422
'[17:42:24.348 11/09/2023]',0.2053221,1.158563,17.34104,1.341672E-11,2.933674,12.72002,7.586055,4.600605
'[17:42:24.356 11/09/2023]',3.103096,3.470901,30.92434,1.341672E-11,12.20088,10.16617,49.48712,48.07228
'[17:42:24.364 11/09/2023]',-2.501113,-1.747651,-6.736533,1.341672E-11,0.5561506,-0.4447322,-16.50477,-4.515134
'[17:42:24.372 11/09/2023]',-4.609759,-6.445315,-24.03012,1.341672E-11,-8.850394,-16.15073,-30.29564,-43.86208
'[17:42:24.380 11/09/2023]',1.010387,0.8774632,-21.81551,1.341672E-11,-10.41735,-9.812463,-14.5049,-3.281574
'[17:42:24.388 11/09/2023]',-1.894041,-3.866387,13.97617,1.341672E-11,-6.625336,-6.787708,11.8602,7.871562
'[17:42:24.396 11/09/2023]',1.532579,-4.51971,5.525714,1.341672E-11,2.630112,-4.680628,20.39493,14.96306
'[17:42:24.404 11/09/2023]',0.8280268,-1.53897,0.6445751,1.341672E-11,-4.718899,-3.536878,-4.356314,-4.379406
'[17:42:24.412 11/09/2023]',-4.027203,-3.572953,-16.10524,1.341672E-11,-0.3105169,2.906117,10.58336,0.370252
'[17:42:24.420 11/09/2023]',-0.2528784,0.227312,0.2385639,1.341672E-11,2.201862,-4.131586,-12.24625,-6.715316
'[17:42:24.428 11/09/2023]',-1.1648,0.1286388,-8.082767,1.341672E-11,6.094294,-1.63682,-9.200386,-4.077296
'[17:42:24.436 11/09/2023]',2.73125,1.092458,24.71856,1.341672E-11,6.98758,7.241738,24.93987,27.69409
'[17:42:24.444 11/09/2023]',27.67373,19.64387,1498.407,1.341672E-11,151.6021,337.5793,1051.554,1097.568
'[17:42:24.452 11/09/2023]',-4.43526,-3.990608,266.5212,1.341672E-11,-142.856,-16.47891,285.274,211.9165
'[17:42:24.460 11/09/2023]',-15.11236,-5.473415,-480.2782,1.341672E-11,-143.4597,-148.7607,-271.128,-315.3947
'[17:42:24.468 11/09/2023]',-11.66683,-10.18527,-315.3967,1.341672E-11,-45.08098,-78.7446,-225.4732,-245.8307
'[17:42:24.476 11/09/2023]',-1.110489,0.9491251,-36.99398,1.341672E-11,4.693631,2.552762,-8.738774,-6.563818
'[17:42:24.484 11/09/2023]',-6.559605,0.003557642,-131.9001,1.341672E-11,-32.80291,-38.25571,-50.53039,-50.57901
'[17:42:24.492 11/09/2023]',-10.58854,-3.535571,-322.6888,1.341672E-11,-30.58512,-64.89685,-249.2065,-251.1227
'[17:42:24.500 11/09/2023]',5.072662,1.861711,-133.3072,1.341672E-11,29.40205,-7.337651,-113.6722,-96.39551
'[17:42:24.508 11/09/2023]',8.780845,3.158209,247.9998,1.341672E-11,88.23833,82.38017,106.5215,149.6807
'[17:42:24.516 11/09/2023]',15.37276,7.771798,497.9242,1.341672E-11,70.87195,117.6968,333.9329,334.4236
'[17:42:24.524 11/09/2023]',1.809148,-1.447082,215.4183,1.341672E-11,-30.06918,20.07629,163.2391,172.2055
'[17:42:24.532 11/09/2023]',-15.06602,-7.663521,-238.3407,1.341672E-11,-104.4983,-84.88411,-153.5786,-196.0214
'[17:42:24.540 11/09/2023]',-10.21342,-4.025235,-421.1287,1.341672E-11,-69.84479,-100.6835,-273.5695,-299.1366
'[17:42:24.548 11/09/2023]',-2.356632,-1.444218,-167.8968,1.341672E-11,21.06145,-17.49221,-105.3398,-72.14439
'[17:42:24.556 11/09/2023]',1.726845,-2.318332,105.5965,1.341672E-11,59.28362,44.54572,35.40899,55.63115
'[17:42:24.564 11/09/2023]',6.93797,2.447704,273.3304,1.341672E-11,44.2807,73.72728,223.033,224.7038
'[17:42:24.572 11/09/2023]',5.119375,2.036115,125.9043,1.341672E-11,-2.116537,25.4341,103.2093,109.4576
'[17:42:24.580 11/09/2023]',-3.179223,-3.899599,-18.71467,1.341672E-11,-30.98425,-11.00709,26.06211,7.837602
'[17:42:24.588 11/09/2023]',-4.466964,-2.786505,-112.6256,1.341672E-11,-28.20823,-34.37964,-45.78815,-43.83461
'[17:42:24.596 11/09/2023]',-4.699737,-2.353437,-65.42744,1.341672E-11,-5.339863,-15.40492,-48.3518,-20.67141
'[17:42:24.604 11/09/2023]',2.424659,-1.532554,-3.005281,1.341672E-11,10.30858,2.983176,-9.246247,-0.7635237
'[17:42:24.612 11/09/2023]',1.174867,0.1798455,74.74949,1.341672E-11,13.44549,25.09908,83.11115,83.80883
'[17:42:24.620 11/09/2023]',-1.265609,0.8656325,21.33731,1.341672E-11,5.043955,0.226359,22.57277,41.9231
'[17:42:24.628 11/09/2023]',1.983787,1.455575,1.721462,1.341672E-11,7.288833,9.680139,12.86431,9.473433
'[17:42:24.636 11/09/2023]',0.21391,0.8030854,-16.83389,1.341672E-11,-3.532583,0.1096118,-10.7308,-13.46775
'[17:42:24.644 11/09/2023]',0.9246418,-1.361987,40.76239,1.341672E-11,13.62918,8.153046,14.09738,10.86654
'[17:42:24.652 11/09/2023]',2.019177,-0.2149424,-8.646793,1.341672E-11,-1.203998,-2.645109,-12.81091,-1.674748
'[17:42:24.660 11/09/2023]',2.395316,0.6112668,22.18416,1.341672E-11,5.459631,3.820529,22.15913,21.36069
'[17:42:24.668 11/09/2023]',0.0348934,1.979187,-51.13561,1.341672E-11,-0.1278411,-3.525649,-32.53876,-15.74201
'[17:42:24.676 11/09/2023]',0.9940988,0.8840656,-12.62775,1.341672E-11,2.200896,-0.2875389,-38.33725,-49.25568
'[17:42:24.684 11/09/2023]',-0.9310075,-1.99086,12.33076,1.341672E-11,4.797904,-2.845266,-13.41702,-3.73195
'[17:42:24.692 11/09/2023]',-0.715714,0.3955527,25.17295,1.341672E-11,1.083995,0.2833398,28.31373,37.99734
'[17:42:24.700 11/09/2023]',0.01542724,-2.693648,15.77545,1.341672E-11,-1.096875,-1.145656,19.99585,31.28893
'[17:42:24.708 11/09/2023]',1.968806,2.910668,46.01942,1.341672E-11,16.12107,19.02051,37.82666,40.21388
'[17:42:24.716 11/09/2023]',-3.153584,-1.087539,-21.0419,1.341672E-11,-11.86919,-23.92124,-38.17174,-53.01876
'[17:42:24.724 11/09/2023]',0.07254722,0.5051544,9.121566,1.341672E-11,0.3610793,0.1119362,-3.833112,-12.17528
'[17:42:24.732 11/09/2023]',4.428503,1.968912,18.67628,1.341672E-11,8.578866,2.602369,1.275781,2.151127
'[17:42:24.740 11/09/2023]',6.047133,3.343553,10.21363,1.341672E-11,8.43819,5.261228,14.28638,-1.880712
'[17:42:24.748 11/09/2023]',-2.415547,-2.084169,9.936109,1.341672E-11,-3.946929,2.139288,34.16223,50.06081
'[17:42:24.756 11/09/2023]',-0.7141709,-0.8079909,-3.73175,1.341672E-11,-3.207855,-0.3672177,-6.819865,-28.69573
'[17:42:24.764 11/09/2023]',1.164513,-0.5685972,25.23927,1.341672E-11,-8.058084,3.027853,20.06025,14.2938
'[17:42:24.772 11/09/2023]',0.00911524,-0.09715091,-27.29792,1.341672E-11,-2.417372,-5.047173,-14.48611,5.865203
'[17:42:24.780 11/09/2023]',2.642595,2.219099,-14.24202,1.341672E-11,-3.723578,-8.670008,-9.727831,-21.70973
'[17:42:24.788 11/09/2023]',1.879663,-0.7405613,12.62908,1.341672E-11,6.043666,13.24221,22.97944,32.97185
'[17:42:24.796 11/09/2023]',-0.2910897,0.5914875,-7.93816,1.341672E-11,2.407509,-1.83301,-7.509853,-10.70056
'[17:42:24.804 11/09/2023]',5.774634,3.464168,29.11806,1.341672E-11,3.557603,2.705077,38.19189,43.30237
'[17:42:24.812 11/09/2023]',9.178189,2.188987,-10.84877,1.341672E-11,8.156141,3.982851,-13.6235,-1.316962
'[17:42:24.820 11/09/2023]',-3.450765,0.5729796,-24.28012,1.341672E-11,-13.05387,-13.79083,-45.82951,-49.32362
'[17:42:24.828 11/09/2023]',0.7758341,2.275224,-28.29695,1.341672E-11,1.61225,1.184616,-20.86292,-26.34064
'[17:42:24.836 11/09/2023]',-3.958943,-6.140867,-0.3667322,1.341672E-11,-5.232328,-6.535878,6.753937,3.578848
'[17:42:24.844 11/09/2023]',1.92426,2.208111,280.7721,1.341672E-11,-73.83699,15.14378,239.5627,266.5457
'[17:42:24.852 11/09/2023]',-10.64366,-11.25568,-414.2977,1.341672E-11,-125.7536,-138.1714,-236.8158,-295.3833
'[17:42:24.860 11/09/2023]',-12.70254,-3.666743,-353.4873,1.341672E-11,-46.9424,-82.88174,-244.4743,-244.4908
'[17:42:24.868 11/09/2023]',-3.257323,-1.714341,-60.1356,1.341672E-11,7.787523,1.000163,-52.59106,-48.56731
'[17:42:24.876 11/09/2023]',-3.290926,-1.621352,-20.69839,1.341672E-11,8.951477,4.855652,0.927815,20.23115
'[17:42:24.884 11/09/2023]',-0.8952605,3.269919,-98.35555,1.341672E-11,-7.12863,-16.55157,-77.66502,-79.87708
'[17:42:24.892 11/09/2023]',-0.7280679,1.15347,-57.65352,1.341672E-11,15.58595,-2.990616,-37.8159,-17.45964
'[17:42:24.900 11/09/2023]',10.49453,5.362909,111.0538,1.341672E-11,45.74611,40.62133,55.84018,61.96372
'[17:42:24.908 11/09/2023]',4.129429,-3.704107,254.4382,1.341672E-11,38.21919,60.41099,180.6229,180.5096
'[17:42:24.916 11/09/2023]',1.860343,-0.4752537,93.54295,1.341672E-11,-12.08776,7.134021,46.72224,51.64551
'[17:42:24.924 11/09/2023]',-4.626009,0.8188387,-76.94039,1.341672E-11,-38.69211,-28.30855,-40.89293,-65.58244
'[17:42:24.932 11/09/2023]',-5.329258,-0.1343499,-253.2235,1.341672E-11,-45.06963,-64.84546,-166.5394,-170.8107
'[17:42:24.940 11/09/2023]',-1.32996,-1.552704,-124.4913,1.341672E-11,2.987523,-25.24738,-98.43295,-109.2997
'[17:42:24.948 11/09/2023]',-0.06239063,1.81166,23.87743,1.341672E-11,27.53898,16.03862,0.7315387,-2.324748
'[17:42:24.956 11/09/2023]',5.988311,4.430142,151.7611,1.341672E-11,30.5441,47.89423,107.2863,120.5878
'[17:42:24.964 11/09/2023]',1.733304,1.720706,128.843,1.341672E-11,11.32868,29.9526,122.393,138.8007
'[17:42:24.972 11/09/2023]',-0.4906544,-0.2892284,-32.72334,1.341672E-11,-19.41191,-9.236321,-20.0225,-56.90855
'[17:42:24.980 11/09/2023]',0.8079776,1.796443,-98.15557,1.341672E-11,-18.68766,-25.00381,-63.50413,-76.73681
'[17:42:24.988 11/09/2023]',1.950305,1.445213,-45.41982,1.341672E-11,1.610067,-2.151804,-13.75801,-19.15419
'[17:42:24.996 11/09/2023]',5.83285,2.674588,-28.17498,1.341672E-11,3.527789,0.8993932,-40.55558,-35.20845
'[17:42:25.004 11/09/2023]',1.29786,-1.791618,26.58695,1.341672E-11,8.507926,3.814298,23.66068,29.78925
'[17:42:25.012 11/09/2023]',-0.8849148,-1.127418,4.994848,1.341672E-11,-3.453194,-0.6369007,25.88552,16.14639
'[17:42:25.020 11/09/2023]',-1.73945,-0.2831329,18.06037,1.341672E-11,3.593142,6.23863,-0.4884052,17.1776
'[17:42:25.028 11/09/2023]',-1.864869,-1.05885,-4.133941,1.341672E-11,-6.06286,-5.644067,-11.43086,-12.33118
'[17:42:25.036 11/09/2023]',-0.7175153,-2.472278,5.840082,1.341672E-11,-0.9338455,-2.051062,-12.07808,-16.19087
'[17:42:25.044 11/09/2023]',2.625521,1.314851,-2.470326,1.341672E-11,-1.950692,-1.643621,-4.756812,-6.190542
'[17:42:25.052 11/09/2023]',3.849888,4.448355,47.92036,1.341672E-11,13.12339,11.34125,47.75106,39.43909
'[17:42:25.060 11/09/2023]',-1.256615,-0.09470045,-37.06098,1.341672E-11,-5.438315,-2.017309,-36.25386,-35.74706
'[17:42:25.068 11/09/2023]',-0.09871458,-1.151793,-25.90401,1.341672E-11,-4.684473,-10.46279,-28.19445,-36.05877
'[17:42:25.076 11/09/2023]',-0.6328227,0.5944179,7.167319,1.341672E-11,2.865661,2.79991,25.4085,33.10934
'[17:42:25.084 11/09/2023]',-8.815005,-2.937831,16.87658,1.341672E-11,12.9245,8.958053,22.20069,30.34766
'[17:42:25.092 11/09/2023]',-0.08222371,-1.869552,14.18685,1.341672E-11,1.011219,4.570415,-3.255593,-11.18517
'[17:42:25.100 11/09/2023]',0.06745657,0.9723282,-2.809932,1.341672E-11,-0.01785044,-6.817942,-18.85387,-33.93732
'[17:42:25.108 11/09/2023]',-5.21834,-3.785354,-8.718679,1.341672E-11,-10.00657,-7.694395,-1.131516,10.92017
'[17:42:25.116 11/09/2023]',-0.5975596,-2.144102,-14.68727,1.341672E-11,-5.456028,-6.581457,-24.22078,-2.637755
'[17:42:25.124 11/09/2023]',-4.000633,-0.2922256,-15.72464,1.341672E-11,2.394451,0.9027109,-12.13177,-18.74662
'[17:42:25.132 11/09/2023]',-4.798536,-3.699946,-34.25912,1.341672E-11,-2.394325,-15.38057,-54.00518,-22.82794
'[17:42:25.140 11/09/2023]',0.8073951,-1.498389,25.77129,1.341672E-11,4.315796,4.193756,20.47669,5.013208
'[17:42:25.148 11/09/2023]',0.263868,2.052673,-25.1646,1.341672E-11,-6.501124,-13.11432,-28.59696,-35.39063
'[17:42:25.156 11/09/2023]',0.4710165,0.1236303,19.90223,1.341672E-11,8.742604,10.37936,19.00118,14.23218
'[17:42:25.164 11/09/2023]',-0.8755128,-2.280061,-22.9346,1.341672E-11,-4.584365,-5.267101,-21.79893,-23.54315
'[17:42:25.172 11/09/2023]',-12.18267,6.291527,-96.49239,1.341672E-11,-116.6963,-56.11652,14.21582,45.14684
'[17:42:25.180 11/09/2023]',-17.72088,-10.73298,-563.0914,1.341672E-11,-124.8836,-152.0005,-340.12,-387.0583
'[17:42:25.188 11/09/2023]',-11.41784,-5.775195,-285.4774,1.341672E-11,-18.4801,-54.60542,-188.9047,-182.4424
'[17:42:25.196 11/09/2023]',4.635843,2.486722,19.178,1.341672E-11,18.37584,15.66614,28.26231,29.94194
'[17:42:25.204 11/09/2023]',-0.909672,2.355433,24.04905,1.341672E-11,12.86741,12.92408,21.28786,18.14576
'[17:42:25.212 11/09/2023]',0.3348382,0.4391837,-43.42492,1.341672E-11,1.922941,-15.8358,-37.00552,-21.87253
'[17:42:25.220 11/09/2023]',2.529674,0.3650837,-0.9832139,1.341672E-11,23.23252,7.961759,-29.41929,-24.34513
'[17:42:25.228 11/09/2023]',9.159925,7.345188,174.5457,1.341672E-11,41.86588,52.20896,139.7352,163.5711
'[17:42:25.236 11/09/2023]',2.076285,3.602157,190.9324,1.341672E-11,11.03787,40.17581,149.1486,149.5442
'[17:42:25.244 11/09/2023]',-4.308887,-2.662236,12.06575,1.341672E-11,-33.91288,-12.55622,2.468054,-3.06348
'[17:42:25.252 11/09/2023]',-5.745594,-2.776836,-228.6772,1.341672E-11,-53.2114,-71.14776,-159.0414,-157.8352
'[17:42:25.260 11/09/2023]',-5.170136,-1.509975,-205.9825,1.341672E-11,-30.52868,-46.87817,-158.3496,-155.6248
'[17:42:25.268 11/09/2023]',1.319802,-0.01409576,-57.41108,1.341672E-11,26.09056,1.2324,-60.51372,-51.51911
'[17:42:25.276 11/09/2023]',3.280859,0.269594,119.0375,1.341672E-11,29.11544,32.72153,76.17027,90.52466
'[17:42:25.284 11/09/2023]',9.327346,8.043552,161.2578,1.341672E-11,24.60829,34.68673,107.9625,125.4064
'[17:42:25.292 11/09/2023]',-5.818793,-0.047789,43.74388,1.341672E-11,-0.8935531,9.001697,36.41643,44.38613
'[17:42:25.300 11/09/2023]',0.7627379,-3.704734,-53.07153,1.341672E-11,-25.62449,-28.34634,-52.91555,-56.14383
'[17:42:25.308 11/09/2023]',-8.031093,-4.980449,-64.71613,1.341672E-11,-18.72197,-16.89361,1.292375,-1.511907
'[17:42:25.316 11/09/2023]',2.884972,2.665515,-58.89047,1.341672E-11,-7.878454,-17.4588,-78.73307,-89.91747
'[17:42:25.324 11/09/2023]',2.191308,0.08211751,28.83262,1.341672E-11,12.0552,12.55113,41.38041,27.87279
'[17:42:25.332 11/09/2023]',-3.077037,-0.04730072,-5.436459,1.341672E-11,-6.725122,-2.098231,-25.55191,-23.94215
'[17:42:25.340 11/09/2023]',2.830756,-2.585156,45.66928,1.341672E-11,5.679998,9.077699,50.21536,44.83404
'[17:42:25.348 11/09/2023]',-1.306605,-0.8802971,-13.44234,1.341672E-11,-4.698636,-2.578927,-10.4002,-10.18855
'[17:42:25.356 11/09/2023]',-3.511384,-3.386122,-14.06856,1.341672E-11,-4.586792,0.5593106,-22.45897,-15.23358
'[17:42:25.364 11/09/2023]',-1.667631,-2.641411,-19.33652,1.341672E-11,-15.91488,-6.279678,-29.78629,-36.88759
'[17:42:25.372 11/09/2023]',0.8431096,-0.007552728,-2.421587,1.341672E-11,0.16709,7.459357,8.372506,4.332855
'[17:42:25.380 11/09/2023]',-1.108441,-0.7621724,50.47849,1.341672E-11,5.622892,21.09813,87.45582,97.38607
'[17:42:25.388 11/09/2023]',-3.533325,-5.365776,-15.80391,1.341672E-11,-11.38696,-7.544452,-30.47542,-30.62043
'[17:42:25.396 11/09/2023]',0.06889167,1.461232,26.19242,1.341672E-11,3.6273,5.173308,49.49272,49.66464
'[17:42:25.404 11/09/2023]',0.1637582,-0.8611221,28.20072,1.341672E-11,4.862122,6.677725,49.16961,40.44822
'[17:42:25.412 11/09/2023]',1.87326,1.644689,28.35667,1.341672E-11,15.53441,14.56509,35.94648,44.09125
'[17:42:25.420 11/09/2023]',-6.064276,-3.322325,-15.85091,1.341672E-11,-13.4045,-8.985212,-30.53731,-27.21094
'[17:42:25.428 11/09/2023]',0.3511108,0.1551959,-7.886937,1.341672E-11,5.891086,-2.95144,1.669538,-0.7656937
'[17:42:25.436 11/09/2023]',-5.137877,0.3144726,-0.8744719,1.341672E-11,0.5103748,6.092075,10.91261,8.696762
'[17:42:25.444 11/09/2023]',2.091126,1.205533,-2.481455,1.341672E-11,-5.142745,-5.123659,-17.31863,-18.07515
'[17:42:25.452 11/09/2023]',0.1002431,-0.7215554,5.184092,1.341672E-11,-2.954398,-3.314444,-0.6098792,-20.28693
'[17:42:25.460 11/09/2023]',-1.237753,0.7222189,25.48139,1.341672E-11,4.061058,6.396044,26.11371,33.39541
'[17:42:25.468 11/09/2023]',-1.650728,-3.737042,10.9682,1.341672E-11,-4.740816,-0.6747862,-11.26335,-5.037363
'[17:42:25.476 11/09/2023]',2.143331,1.478044,6.392561,1.341672E-11,4.786366,-1.291667,4.498249,-1.105267
'[17:42:25.484 11/09/2023]',-0.326568,-1.58419,-19.67324,1.341672E-11,-1.544572,-6.830536,-15.79926,-33.8683
'[17:42:25.492 11/09/2023]',0.4853176,1.271306,-11.71318,1.341672E-11,-2.158832,0.8695119,-4.864655,-17.71827
'[17:42:25.500 11/09/2023]',-2.973758,0.6131985,-16.20546,1.341672E-11,-4.059447,-4.038841,-11.8456,-34.32981
'[17:42:25.508 11/09/2023]',0.1482813,1.022646,-10.48306,1.341672E-11,4.672477,8.43065,-30.73051,-34.95151
'[17:42:25.516 11/09/2023]',-6.565792,-2.906202,-13.84686,1.341672E-11,-5.138716,-5.548431,-49.13208,-52.842
'[17:42:25.524 11/09/2023]',-2.29072,-3.043255,10.24476,1.341672E-11,-1.861256,3.194962,5.11203,14.18052
