Time and date,Fp1,Fp2,F3,F4,T7,T8,F7,F8,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Battery,Event
[12:38:33.828 29/11/2023],-188306.4,-107906.7,-139753.6,-202252.9,-179329.9,-173573.5,-195635.5,-151982.2,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:33.832 29/11/2023],-188268.6,-107874.4,-139729,-202226.5,-179322.5,-173532.2,-195601.3,-151956,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:33.836 29/11/2023],-188296.1,-107901.9,-139752.7,-202264.7,-179355.6,-173571.8,-195630.2,-151986,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:33.840 29/11/2023],-188306.6,-107911.8,-139768.7,-202273.7,-179365.8,-173569.3,-195644.6,-151990.1,0.03,-0.02,1.00,-4,-2,-4,87,0
[12:38:33.844 29/11/2023],-188319.4,-107914.8,-139775.3,-202265.8,-179357.7,-173591.6,-195649.8,-151990,0.03,-0.02,1.00,-4,-2,-4,87,0
[12:38:33.848 29/11/2023],-188321.7,-107907.6,-139756.2,-202255.3,-179344.2,-173587.6,-195640.5,-151983.9,0.03,-0.02,1.00,-4,-2,-4,87,0
[12:38:33.852 29/11/2023],-188319.6,-107908.8,-139749.3,-202258.8,-179335.7,-173578.2,-195644.6,-151985.8,0.03,-0.02,1.00,-4,-2,-4,87,0
[12:38:33.856 29/11/2023],-188324.9,-107904.6,-139759.9,-202263.4,-179348.9,-173575.5,-195658,-152000.3,0.03,-0.02,1.00,-4,-2,-4,87,0
[12:38:33.860 29/11/2023],-188320.9,-107907.6,-139769.5,-202276.4,-179370.8,-173586.7,-195663.7,-152005.7,0.03,-0.02,1.00,-4,-2,-4,87,0
[12:38:33.864 29/11/2023],-188291.5,-107881.9,-139744.6,-202236.3,-179331,-173561.6,-195638.1,-151968.3,0.03,-0.02,1.00,-4,-2,-4,87,0
[12:38:33.868 29/11/2023],-188300.8,-107913.7,-139771.4,-202263.6,-179355.3,-173594.9,-195665.4,-152002.7,0.03,-0.02,1.00,-4,-2,-4,87,0
[12:38:33.872 29/11/2023],-188336.8,-107924,-139784.8,-202286.2,-179352.4,-173600,-195686.1,-152021,0.03,-0.02,1.00,-4,-2,-4,87,0
[12:38:33.876 29/11/2023],-188313.4,-107918.6,-139780.5,-202272.5,-179342.9,-173580.1,-195660.4,-151994,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.880 29/11/2023],-188298.1,-107897.8,-139756.9,-202251.4,-179347.2,-173551,-195644.7,-151972.3,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.884 29/11/2023],-188294.6,-107901.4,-139747.2,-202247.8,-179344.5,-173565.3,-195643.3,-151973.4,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.888 29/11/2023],-188301.1,-107912.2,-139760.4,-202261.7,-179346.2,-173571.1,-195651.9,-151986.1,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.892 29/11/2023],-188313.9,-107894.3,-139761.6,-202261.7,-179335.6,-173582.3,-195650.1,-151984.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.896 29/11/2023],-188301.9,-107871.9,-139737.8,-202240.6,-179319.3,-173569.8,-195640.4,-151975.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.900 29/11/2023],-188311.1,-107898.2,-139750.4,-202260,-179341.4,-173567.1,-195656.5,-151988.7,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.904 29/11/2023],-188316.2,-107921.3,-139777.3,-202280.5,-179360.5,-173590,-195670,-152007.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.908 29/11/2023],-188306.1,-107912,-139780,-202271.8,-179360.1,-173593.2,-195661.9,-151995.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.912 29/11/2023],-188348.8,-107934.3,-139782,-202283.2,-179356.4,-173609.7,-195687.8,-152018.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.916 29/11/2023],-188306.8,-107903.4,-139737.5,-202247.7,-179318.9,-173569.4,-195643.1,-151974.7,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.920 29/11/2023],-188309.5,-107914.1,-139744.3,-202259.6,-179350.7,-173566.2,-195651.8,-151988.1,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.924 29/11/2023],-188329.4,-107933.4,-139772.6,-202277,-179362.8,-173584,-195676.4,-152008.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.928 29/11/2023],-188322.1,-107902.8,-139759.5,-202262.6,-179328,-173583.3,-195660.6,-151997.3,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.932 29/11/2023],-188301.9,-107871.9,-139737.8,-202240.6,-179319.3,-173569.8,-195640.4,-151975.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.936 29/11/2023],-188311.1,-107898.2,-139750.4,-202260,-179341.4,-173567.1,-195656.5,-151988.7,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.940 29/11/2023],-188316.2,-107921.3,-139777.3,-202280.5,-179360.5,-173590,-195670,-152007.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.944 29/11/2023],-188306.1,-107912,-139780,-202271.8,-179360.1,-173593.2,-195661.9,-151995.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:33.948 29/11/2023],-188292,-107887.8,-139731.8,-202245.3,-179310.2,-173569.7,-195638.3,-151969.1,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:33.952 29/11/2023],-188286.6,-107887.3,-139727.7,-202246.4,-179304.8,-173544.7,-195638,-151962.4,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:33.956 29/11/2023],-188298,-107885.6,-139746.2,-202260.5,-179323.8,-173565.4,-195646.3,-151969.1,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:33.960 29/11/2023],-188282.4,-107878.1,-139744.4,-202253.7,-179309.3,-173585.1,-195632.4,-151962.9,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:33.964 29/11/2023],-188278.8,-107869.5,-139730.5,-202234.8,-179296,-173563.5,-195621.8,-151959.7,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:33.968 29/11/2023],-188276.1,-107858.8,-139726.6,-202231.8,-179298,-173552.4,-195618.5,-151958.2,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:33.972 29/11/2023],-188270.6,-107874.4,-139728.7,-202243.5,-179292.1,-173568.1,-195620.8,-151967.8,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:33.976 29/11/2023],-188259.2,-107873.9,-139723.6,-202234.2,-179295.8,-173552.7,-195617.8,-151951.5,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:33.980 29/11/2023],-188278.7,-107859.5,-139718.3,-202221.9,-179307.2,-173536.9,-195622.1,-151937.9,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:33.984 29/11/2023],-188292,-107887.8,-139731.8,-202245.3,-179310.2,-173569.7,-195638.3,-151969.1,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:33.988 29/11/2023],-188286.6,-107887.3,-139727.7,-202246.4,-179304.8,-173544.7,-195638,-151962.4,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:33.992 29/11/2023],-188298,-107885.6,-139746.2,-202260.5,-179323.8,-173565.4,-195646.3,-151969.1,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:33.996 29/11/2023],-188282.4,-107878.1,-139744.4,-202253.7,-179309.3,-173585.1,-195632.4,-151962.9,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:34.000 29/11/2023],-188278.8,-107869.5,-139730.5,-202234.8,-179296,-173563.5,-195621.8,-151959.7,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:34.004 29/11/2023],-188276.1,-107858.8,-139726.6,-202231.8,-179298,-173552.4,-195618.5,-151958.2,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:34.008 29/11/2023],-188270.6,-107874.4,-139728.7,-202243.5,-179292.1,-173568.1,-195620.8,-151967.8,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:34.012 29/11/2023],-188257.9,-107844.8,-139713.2,-202215.6,-179282,-173521,-195607.1,-151929.3,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:34.016 29/11/2023],-188266.1,-107853.4,-139729.5,-202226.1,-179273.1,-173542.9,-195621.4,-151944.9,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:34.020 29/11/2023],-188301,-107862.2,-139733.5,-202231.7,-179315.8,-173532.7,-195639.6,-151950.1,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.024 29/11/2023],-188312.6,-107879.5,-139748.1,-202241.7,-179326.4,-173560.1,-195648.9,-151966.2,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.028 29/11/2023],-188312.1,-107891.1,-139752,-202257.4,-179332,-173570.3,-195648.1,-151979,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.032 29/11/2023],-188264.8,-107846.6,-139706.3,-202224.6,-179289.6,-173543.9,-195607.4,-151941.7,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.036 29/11/2023],-188262.6,-107849.2,-139695.4,-202219.2,-179282,-173547,-195601.5,-151935.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.040 29/11/2023],-188282.5,-107864.1,-139712.5,-202226.2,-179291.7,-173555.3,-195613,-151946.2,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.044 29/11/2023],-188279.2,-107863.9,-139724.6,-202227.1,-179297.2,-173530.1,-195619.8,-151946.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.048 29/11/2023],-188257.9,-107844.8,-139713.2,-202215.6,-179282,-173521,-195607.1,-151929.3,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.052 29/11/2023],-188266.1,-107853.4,-139729.5,-202226.1,-179273.1,-173542.9,-195621.4,-151944.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.056 29/11/2023],-188274.6,-107869.7,-139748.7,-202245.1,-179315.9,-173555.6,-195638.2,-151960.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.060 29/11/2023],-188265.7,-107867.8,-139743,-202247.6,-179328.8,-173535.3,-195630.2,-151953.2,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.064 29/11/2023],-188272.3,-107852.7,-139726.7,-202243.8,-179301.3,-173536.7,-195619.2,-151950.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.068 29/11/2023],-188281.8,-107849.6,-139727,-202234.7,-179286.9,-173550.2,-195622.9,-151958.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.072 29/11/2023],-188289,-107870.4,-139730.2,-202236.2,-179306.8,-173540.1,-195634.4,-151965.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.076 29/11/2023],-188283.1,-107862.7,-139721.9,-202230,-179311.8,-173524.2,-195621.8,-151960.1,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.080 29/11/2023],-188281.4,-107848.4,-139715.7,-202224.2,-179296.5,-173548.4,-195614.4,-151953.7,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.084 29/11/2023],-188281,-107843.8,-139721.2,-202222.3,-179294.5,-173555.1,-195620.6,-151953.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.088 29/11/2023],-188279.8,-107858.7,-139727.4,-202230.6,-179300.9,-173540.7,-195628,-151958.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.092 29/11/2023],-188286.5,-107880.1,-139742.3,-202251.1,-179285.1,-173543,-195637.4,-151972.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.096 29/11/2023],-188293.4,-107873.6,-139736.7,-202249.5,-179305.8,-173540.3,-195635.1,-151973.4,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.100 29/11/2023],-188289.2,-107861.9,-139722.6,-202239.8,-179308.3,-173532.1,-195622.4,-151961.3,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.104 29/11/2023],-188289.8,-107871.6,-139747.5,-202250.2,-179326.7,-173549.4,-195636.5,-151975.1,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.108 29/11/2023],-188295.3,-107875,-139758.6,-202250.6,-179336.3,-173566.2,-195650.5,-151978.6,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.112 29/11/2023],-188300.7,-107871.6,-139744.5,-202247.7,-179317.8,-173551.1,-195644.2,-151966.4,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.116 29/11/2023],-188276.7,-107851.8,-139724.3,-202238.3,-179286.4,-173513.4,-195623.9,-151948.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.120 29/11/2023],-188268.5,-107855.4,-139729.7,-202235.9,-179304.4,-173540.5,-195629.3,-151953.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.124 29/11/2023],-188242,-107834.2,-139699.9,-202219.5,-179288,-173502.3,-195599.8,-151935.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.128 29/11/2023],-188287.7,-107845.9,-139724.1,-202236.9,-179288.3,-173528.4,-195623.7,-151956.8,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.132 29/11/2023],-188274.4,-107825.7,-139709.8,-202220,-179272.9,-173537.8,-195607.9,-151947.6,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.136 29/11/2023],-188262.8,-107838.8,-139706.7,-202216.5,-179309.4,-173536.8,-195610.2,-151945.1,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.140 29/11/2023],-188276.1,-107879.1,-139721.4,-202243,-179314,-173552.6,-195634.1,-151968.7,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.144 29/11/2023],-188305.8,-107894.5,-139740.7,-202259.8,-179322.3,-173563.8,-195653,-151983.9,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.148 29/11/2023],-188287.4,-107868.1,-139729.6,-202240,-179301.8,-173543.3,-195633.1,-151962.8,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.152 29/11/2023],-188258.2,-107841.8,-139712.3,-202218.4,-179279.2,-173524.6,-195605.4,-151937.9,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.156 29/11/2023],-188270.9,-107862.6,-139706,-202230.5,-179291.1,-173531.7,-195603.8,-151954.5,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.160 29/11/2023],-188242,-107834.4,-139684.4,-202209.7,-179273.3,-173513.1,-195575.7,-151934.2,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.164 29/11/2023],-188257.5,-107833.9,-139681.9,-202205.6,-179273,-173489.6,-195585.8,-151924.1,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.168 29/11/2023],-188266.6,-107833.5,-139680.3,-202196.5,-179255.5,-173515.4,-195586.9,-151922.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.172 29/11/2023],-188272.2,-107843.5,-139696.2,-202215.7,-179267.9,-173520.6,-195604.9,-151940.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.176 29/11/2023],-188278.6,-107846.2,-139701.3,-202222,-179298.6,-173529.4,-195610.8,-151947.4,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.180 29/11/2023],-188259.3,-107819,-139688.4,-202203,-179286.9,-173516.5,-195591.8,-151926.4,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.184 29/11/2023],-188245.2,-107810.1,-139699.2,-202199.6,-179260.8,-173520,-195591.6,-151917.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.188 29/11/2023],-188258.2,-107841.8,-139712.3,-202218.4,-179279.2,-173524.6,-195605.4,-151937.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.192 29/11/2023],-188270.9,-107862.6,-139706,-202230.5,-179291.1,-173531.7,-195603.8,-151954.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.196 29/11/2023],-188242,-107834.4,-139684.4,-202209.7,-179273.3,-173513.1,-195575.7,-151934.2,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.200 29/11/2023],-188198.6,-107800.8,-139650.4,-202169.4,-179244,-173487.9,-195544.8,-151895.3,0.05,0.02,1.00,-4,-2,-4,87,0
[12:38:34.204 29/11/2023],-188202,-107799.5,-139636.2,-202163.8,-179234.8,-173489,-195544.3,-151891.6,0.05,0.02,1.00,-4,-2,-4,87,0
[12:38:34.208 29/11/2023],-188237.4,-107815.5,-139670.6,-202195,-179244.8,-173492.1,-195570.6,-151922.3,0.05,0.02,1.00,-4,-2,-4,87,0
[12:38:34.212 29/11/2023],-188259.8,-107836.4,-139684.6,-202213.2,-179256,-173490.9,-195586.7,-151937.4,0.05,0.02,1.00,-4,-2,-4,87,0
[12:38:34.216 29/11/2023],-188266.3,-107843.9,-139683.3,-202204.6,-179266,-173516.1,-195590.1,-151940.2,0.05,0.02,1.00,-4,-2,-4,87,0
[12:38:34.220 29/11/2023],-188255.2,-107830.4,-139683.6,-202195.8,-179271,-173520.5,-195585.5,-151936.3,0.05,0.02,1.00,-4,-2,-4,87,0
[12:38:34.224 29/11/2023],-188260,-107831.9,-139697.5,-202211.5,-179281.1,-173522,-195597.4,-151946.9,0.05,0.02,1.00,-4,-2,-4,87,0
[12:38:34.228 29/11/2023],-188274.3,-107842.3,-139708.5,-202232.4,-179293.5,-173535.8,-195609.7,-151962.1,0.05,0.02,1.00,-4,-2,-4,87,0
[12:38:34.232 29/11/2023],-188261.6,-107825.5,-139685.8,-202203.8,-179259.7,-173519.3,-195585.4,-151943.5,0.05,0.02,1.00,-4,-2,-4,87,0
[12:38:34.236 29/11/2023],-188260.9,-107831.6,-139678.7,-202190.8,-179263.2,-173522.9,-195579.3,-151936.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.240 29/11/2023],-188257.2,-107843.2,-139680,-202204.7,-179281.8,-173521.2,-195582.9,-151934.1,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.244 29/11/2023],-188251.6,-107854.3,-139697.8,-202225.7,-179283.7,-173529.3,-195596.4,-151943.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.248 29/11/2023],-188256.3,-107861,-139700.4,-202231.1,-179279.6,-173525.4,-195604.9,-151956,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.252 29/11/2023],-188295.7,-107878.1,-139710.9,-202242.3,-179297.2,-173539.6,-195625.5,-151978.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.256 29/11/2023],-188313.3,-107881.1,-139715.9,-202245.8,-179319.8,-173523.2,-195628.4,-151985,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.260 29/11/2023],-188301.6,-107861.5,-139701.6,-202236.6,-179314.3,-173542.6,-195615,-151968.6,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.264 29/11/2023],-188256.4,-107827,-139675.4,-202210.5,-179281.3,-173522.3,-195582.3,-151939.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.268 29/11/2023],-188249.4,-107827.1,-139684.4,-202212,-179279.9,-173510.5,-195583.2,-151943,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.272 29/11/2023],-188267.6,-107846.8,-139697.5,-202216.8,-179290.1,-173515.5,-195598.5,-151952.9,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:34.276 29/11/2023],-188282.7,-107855.6,-139699.8,-202219,-179298.9,-173540.9,-195612.2,-151957.6,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:34.280 29/11/2023],-188283.4,-107854,-139700.3,-202231,-179291.6,-173542.1,-195611.2,-151958.1,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:34.284 29/11/2023],-188260.7,-107844.3,-139686.8,-202219.4,-179271.4,-173527.9,-195589.3,-151940,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:34.288 29/11/2023],-188267.9,-107835.4,-139681,-202213.7,-179271,-173516.5,-195584.4,-151933.4,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:34.292 29/11/2023],-188267.3,-107824.3,-139666.2,-202201.1,-179261.9,-173501.3,-195580.9,-151920.9,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:34.296 29/11/2023],-188257.3,-107812.8,-139671.6,-202202,-179258.7,-173489.7,-195582.9,-151927.6,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:34.300 29/11/2023],-188226,-107777.5,-139648.8,-202186.3,-179244.3,-173467.3,-195556.3,-151909,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:34.304 29/11/2023],-188232.4,-107790.5,-139651.5,-202185,-179233.1,-173491.5,-195560.6,-151911.8,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:34.308 29/11/2023],-188229.7,-107811.4,-139658.8,-202183,-179249.2,-173501,-195562.7,-151907.7,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.312 29/11/2023],-188232.2,-107824.4,-139671.2,-202193.5,-179269,-173510.2,-195568.9,-151910.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.316 29/11/2023],-188219.2,-107806,-139656.8,-202174.2,-179252.8,-173479.2,-195555.5,-151899.6,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.320 29/11/2023],-188240,-107817.8,-139660.7,-202191.1,-179269.7,-173499.7,-195572,-151922.1,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.324 29/11/2023],-188270.9,-107831.2,-139673.2,-202214.1,-179291.6,-173518.1,-195591,-151945.2,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.328 29/11/2023],-188265.8,-107827.9,-139674.7,-202210.9,-179284.1,-173516.2,-195586.7,-151941.7,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.332 29/11/2023],-188242.2,-107791.9,-139651.6,-202182.4,-179263.1,-173492.9,-195558.5,-151913.6,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.336 29/11/2023],-188239,-107798.3,-139655.1,-202187.3,-179258.3,-173488.7,-195561.8,-151917.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.340 29/11/2023],-188249.6,-107805.9,-139662.4,-202198.2,-179256.2,-173474.3,-195569.7,-151921.6,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.344 29/11/2023],-188262.8,-107815.3,-139665.2,-202203.4,-179278.8,-173491.3,-195573.8,-151922.7,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.348 29/11/2023],-188237.1,-107804.2,-139651.1,-202186.9,-179246.7,-173482.6,-195556.4,-151909.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.352 29/11/2023],-188215.4,-107801.9,-139648.3,-202179.2,-179230.3,-173478.6,-195555,-151907.4,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.356 29/11/2023],-188229.8,-107809.6,-139665.9,-202198.8,-179248.2,-173501.7,-195572,-151925.2,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.360 29/11/2023],-188252.5,-107805.1,-139666.2,-202202.3,-179273.5,-173507,-195574,-151933.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.364 29/11/2023],-188244.2,-107804.7,-139657.8,-202180.4,-179256.6,-173488.7,-195563.3,-151924.4,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.368 29/11/2023],-188240.6,-107810.1,-139657.5,-202183.3,-179259.5,-173489.4,-195567.3,-151925.7,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.372 29/11/2023],-188249.8,-107810.9,-139658.7,-202187.5,-179263.9,-173496.1,-195573.6,-151924.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.376 29/11/2023],-188261.4,-107823.2,-139672.3,-202202,-179279,-173482.8,-195581.7,-151938.3,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.380 29/11/2023],-188241.2,-107798.3,-139651.5,-202187.8,-179259.5,-173474.4,-195562.2,-151924.8,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.384 29/11/2023],-188238.5,-107793.8,-139644.9,-202176.7,-179252,-173466.5,-195556.3,-151925.4,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.388 29/11/2023],-188245.7,-107792.7,-139644.8,-202180.8,-179268.6,-173490.1,-195553.6,-151924.8,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.392 29/11/2023],-188227.9,-107787.7,-139640.8,-202175.8,-179250.7,-173480.6,-195548.8,-151913,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.396 29/11/2023],-188215.9,-107792.1,-139645.7,-202170.7,-179244,-173467.3,-195557.7,-151909.6,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.400 29/11/2023],-188201.5,-107782.6,-139637.1,-202158.5,-179239.3,-173457.4,-195551.4,-151899.4,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.404 29/11/2023],-188232,-107784.3,-139638.3,-202161.2,-179250.7,-173485.1,-195559.3,-151915.2,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.408 29/11/2023],-188257,-107807.8,-139655.4,-202184,-179262.3,-173488.3,-195574.8,-151934.9,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.412 29/11/2023],-188259.8,-107819.4,-139662.5,-202192.7,-179262.5,-173480.1,-195579.9,-151936.8,0.03,0.00,1.03,-4,-2,-4,87,0
[12:38:34.416 29/11/2023],-188248,-107807,-139649,-202172.5,-179258.2,-173463.3,-195564.2,-151917.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.420 29/11/2023],-188253.9,-107808.2,-139649.1,-202173.6,-179268,-173470.5,-195567.7,-151917.7,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.424 29/11/2023],-188264.2,-107812.9,-139660.9,-202193.2,-179275.9,-173478.8,-195580.2,-151926.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.428 29/11/2023],-188261.1,-107801.1,-139656,-202189.9,-179270.9,-173489.7,-195580,-151931.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.432 29/11/2023],-188231.3,-107779.9,-139639.9,-202159,-179240.3,-173472.3,-195559.6,-151919.6,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.436 29/11/2023],-188249.5,-107799.4,-139659.4,-202172.6,-179251.8,-173500.2,-195577.3,-151942,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.440 29/11/2023],-188274.8,-107818.3,-139682.9,-202200,-179275.4,-173512.1,-195603.1,-151965.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.444 29/11/2023],-188265.7,-107802.2,-139672.3,-202189.2,-179276,-173490.1,-195585.6,-151946,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.448 29/11/2023],-188256.7,-107803.4,-139672,-202180.7,-179266.4,-173469.9,-195575.8,-151932.1,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:34.452 29/11/2023],-188248.8,-107811,-139686.4,-202193.5,-179272.7,-173485.2,-195587,-151947,0.03,0.00,1.00,-4,-2,-4,87,0
[12:38:34.456 29/11/2023],-188270.6,-107823.4,-139693.5,-202206.7,-179267.2,-173496.3,-195600.6,-151959.9,0.03,0.00,1.00,-4,-2,-4,87,0
[12:38:34.460 29/11/2023],-188279.4,-107830.7,-139684.4,-202193.3,-179250.7,-173488.1,-195591.9,-151940.1,0.03,0.00,1.00,-4,-2,-4,87,0
