'Time and date','Fp1.','Fp2.','C3.','C4.','P3.','P4.','O1.','O2.'
'[17:16:00.908 26/09/2023]',4.054605,1.341672E-11,9.849036,0.6309425,5.198915,7.565991,4.067797,-0.1308194
'[17:16:00.916 26/09/2023]',-14.31025,1.341672E-11,-21.32705,-16.76006,-21.10243,-17.42138,-10.6167,91.76412
'[17:16:00.924 26/09/2023]',-17.13597,1.341672E-11,-20.876,-19.89206,-24.58096,-20.97631,-10.37281,124.052
'[17:16:00.932 26/09/2023]',-9.40955,1.341672E-11,-8.481219,-4.633327,-8.239911,-4.854266,-2.442207,73.72375
'[17:16:00.940 26/09/2023]',8.180436,1.341672E-11,-1.1265,4.089348,1.218549,5.373872,6.948692,-12.80314
'[17:16:00.948 26/09/2023]',-0.210493,1.341672E-11,-0.5356179,-3.824436,2.338975,0.05881909,1.088203,43.3634
'[17:16:00.956 26/09/2023]',0.9191548,1.341672E-11,-5.317265,4.063116,4.854459,-2.164948,17.26877,3.807583
'[17:16:00.964 26/09/2023]',0.1547314,1.341672E-11,3.732877,8.695733,7.640193,-0.6176506,2.307818,28.64257
'[17:16:00.972 26/09/2023]',9.651932,1.341672E-11,10.01297,6.765988,12.46821,9.393865,0.9514599,-111.6667
'[17:16:00.980 26/09/2023]',12.28535,1.341672E-11,4.473094,8.427021,8.267373,9.274065,20.51519,32.58001
'[17:16:00.988 26/09/2023]',5.998787,1.341672E-11,-7.188472,2.411481,-2.189005,-1.928965,12.23819,-30.96883
'[17:16:00.996 26/09/2023]',-11.21041,1.341672E-11,-19.71674,-9.757049,-16.93116,-9.565337,-17.12973,87.47834
'[17:16:01.004 26/09/2023]',-7.905265,1.341672E-11,-9.940147,-3.837037,-5.79966,-4.251871,-0.5883566,3.272559
'[17:16:01.012 26/09/2023]',5.097174,1.341672E-11,6.254132,10.42388,6.816942,6.31694,7.415233,-46.93027
'[17:16:01.020 26/09/2023]',13.16121,1.341672E-11,6.385295,14.86707,9.373929,13.40425,15.39933,3.513112
'[17:16:01.028 26/09/2023]',5.819389,1.341672E-11,3.18491,6.49325,7.682676,7.220631,6.669061,-45.79368
'[17:16:01.036 26/09/2023]',-2.864245,1.341672E-11,0.5324923,-2.399938,-2.440476,-5.6436,5.605929,-28.79682
'[17:16:01.044 26/09/2023]',-8.325207,1.341672E-11,-1.455349,-6.079645,-1.324282,-5.373174,-1.52311,5.941959
'[17:16:01.052 26/09/2023]',-1.0347,1.341672E-11,14.02648,3.906361,6.01706,4.113103,3.06801,33.15141
'[17:16:01.060 26/09/2023]',4.933014,1.341672E-11,-6.989448,0.1617369,4.219858,4.405703,8.560921,14.03461
'[17:16:01.068 26/09/2023]',4.85994,1.341672E-11,2.502537,1.833131,1.407842,1.564645,4.979536,-65.78532
'[17:16:01.076 26/09/2023]',-8.925656,1.341672E-11,0.4226563,-2.147804,-0.1498472,-1.287603,-6.876206,0.8699059
'[17:16:01.084 26/09/2023]',0.04667074,1.341672E-11,3.167563,3.219793,5.598892,2.317096,8.658574,-12.28612
'[17:16:01.092 26/09/2023]',-9.193796,1.341672E-11,-4.201407,-2.441919,-2.861872,-5.181971,-2.596621,-27.16601
'[17:16:01.100 26/09/2023]',-2.881875,1.341672E-11,-10.52056,-2.843668,-5.659878,-6.434575,5.712228,34.5762
'[17:16:01.108 26/09/2023]',-7.99755,1.341672E-11,-7.341807,-4.213539,-2.961477,-6.989507,-5.541753,-47.0028
'[17:16:01.116 26/09/2023]',1.709426,1.341672E-11,-0.4607287,9.36239,6.195344,2.986205,-8.504434,10.82588
'[17:16:01.124 26/09/2023]',2.976097,1.341672E-11,-2.575491,1.703038,5.301542,5.608991,-0.3199033,8.051608
'[17:16:01.132 26/09/2023]',-5.400796,1.341672E-11,6.883318,-2.044683,-2.839083,-2.915887,-6.614311,-25.54795
'[17:16:01.140 26/09/2023]',-7.109757,1.341672E-11,-1.833371,-7.334948,-5.586215,-5.88002,-1.718482,-0.04791103
'[17:16:01.148 26/09/2023]',-5.384076,1.341672E-11,-15.48606,0.745214,-10.03099,-5.399514,-5.029788,80.25182
'[17:16:01.156 26/09/2023]',-1.255581,1.341672E-11,-9.384665,0.1286273,1.435892,-0.2499916,3.78291,0.05123732
'[17:16:01.164 26/09/2023]',-3.330169,1.341672E-11,6.264859,3.008381,1.552659,2.046821,5.577508,54.09486
'[17:16:01.172 26/09/2023]',-1.295291,1.341672E-11,-0.5312529,-1.982748,0.6624578,4.694571,3.15045,-13.0766
'[17:16:01.180 26/09/2023]',-5.807018,1.341672E-11,-0.2233935,-1.733159,-4.247282,-0.1969494,-1.868626,-7.840436
'[17:16:01.188 26/09/2023]',11.49889,1.341672E-11,-1.433622,3.569158,-2.434017,-3.62075,-7.510505,1.5275
'[17:16:01.196 26/09/2023]',7.246425,1.341672E-11,-3.752632,-3.364649,-5.231035,-4.606868,-4.563247,20.66715
'[17:16:01.204 26/09/2023]',6.214022,1.341672E-11,-4.077219,-4.833383,-0.121727,-0.6981632,-4.571288,-27.85296
'[17:16:01.212 26/09/2023]',8.166928,1.341672E-11,4.188702,6.184904,9.266212,3.781256,-3.621536,-29.81451
'[17:16:01.220 26/09/2023]',-3.859762,1.341672E-11,-9.704252,-11.24422,-6.002872,-6.87208,6.840632,3.201387
'[17:16:01.228 26/09/2023]',-3.31467,1.341672E-11,4.186954,-4.066836,3.206625,-3.3646,-1.064654,-5.054166
'[17:16:01.236 26/09/2023]',-9.343883,1.341672E-11,-7.302539,-8.157065,-7.964188,-5.91821,-8.736947,18.9893
'[17:16:01.244 26/09/2023]',-10.8822,1.341672E-11,-10.35488,-5.779041,-12.03321,-6.110969,-8.780718,17.09354
'[17:16:01.252 26/09/2023]',-2.805918,1.341672E-11,1.215585,0.5605837,-2.553507,-2.050285,-13.3185,18.33442
'[17:16:01.260 26/09/2023]',-2.011928,1.341672E-11,2.472629,2.9656,-0.5529616,5.154885,-3.49283,-35.98954
'[17:16:01.268 26/09/2023]',-0.5995125,1.341672E-11,-1.080686,-1.051193,-1.33891,5.166284,-2.04243,48.39282
'[17:16:01.276 26/09/2023]',1.451308,1.341672E-11,4.088856,-5.82092,-5.596669,2.298301,5.698133,15.39909
'[17:16:01.284 26/09/2023]',2.88275,1.341672E-11,-3.809264,3.541808,5.654253,10.55878,3.494365,-97.06268
'[17:16:01.292 26/09/2023]',0.2173807,1.341672E-11,1.134219,0.9819906,2.852388,1.207059,4.332692,40.77533
'[17:16:01.300 26/09/2023]',-10.7968,1.341672E-11,-8.279274,-8.271452,-2.975278,-7.586755,0.5012205,33.74628
'[17:16:01.308 26/09/2023]',-0.009046793,1.341672E-11,-15.37025,-4.97454,-2.454874,-3.178795,-6.518541,24.06983
'[17:16:01.316 26/09/2023]',4.695048,1.341672E-11,4.766101,-4.389054,-3.50488,1.359281,-1.756674,13.26882
'[17:16:01.324 26/09/2023]',-1.831473,1.341672E-11,-3.066646,0.3227363,-1.805895,-0.5160837,2.134967,-16.81873
'[17:16:01.332 26/09/2023]',-1.847732,1.341672E-11,-7.038624,-5.853411,-6.904731,2.151168,-10.15776,60.33707
'[17:16:01.340 26/09/2023]',4.775539,1.341672E-11,2.278138,-2.350121,0.6466131,-5.322926,3.125141,12.30039
'[17:16:01.348 26/09/2023]',5.047189,1.341672E-11,2.684825,6.3528,1.745591,-1.113362,7.592559,-5.644584
'[17:16:01.356 26/09/2023]',9.562444,1.341672E-11,6.629077,6.25305,3.0992,-1.407705,15.33325,8.574338
'[17:16:01.364 26/09/2023]',-3.892734,1.341672E-11,-6.657107,-3.282851,-4.914352,-10.69069,-2.291621,-9.235737
'[17:16:01.372 26/09/2023]',-10.30445,1.341672E-11,-12.10369,-8.257069,-4.992432,-7.722474,-1.917113,18.11708
'[17:16:01.380 26/09/2023]',-1.112782,1.341672E-11,11.44031,5.855165,4.619961,4.433526,14.30162,-35.64544
'[17:16:01.388 26/09/2023]',6.06588,1.341672E-11,-0.3773986,-2.32199,-0.8074907,5.039807,12.47256,-24.37589
'[17:16:01.396 26/09/2023]',2.139151,1.341672E-11,5.085651,8.654084,-3.130039,5.752735,4.433078,-6.85497
'[17:16:01.404 26/09/2023]',5.159988,1.341672E-11,9.145107,4.234152,1.839894,4.978424,-7.786649,5.244713
'[17:16:01.412 26/09/2023]',-2.608042,1.341672E-11,4.631465,-0.7313808,1.692843,8.187048,-3.541154,66.51762
'[17:16:01.420 26/09/2023]',5.336424,1.341672E-11,-11.94352,-0.7840688,1.775333,1.290646,-0.04605298,31.84309
'[17:16:01.428 26/09/2023]',0.1015448,1.341672E-11,2.617034,-4.202585,-6.533936,-1.759912,12.42485,-38.07001
'[17:16:01.436 26/09/2023]',-0.7474322,1.341672E-11,6.147814,-2.617209,0.6257021,-7.102999,7.536651,34.40551
'[17:16:01.444 26/09/2023]',-7.823167,1.341672E-11,-6.387907,-0.6127794,4.731427,-4.018981,2.303598,-38.53617
'[17:16:01.452 26/09/2023]',4.584496,1.341672E-11,-3.311139,1.586244,6.334364,2.248253,5.014714,49.28694
'[17:16:01.460 26/09/2023]',8.26469,1.341672E-11,5.947149,5.778505,3.170599,8.030884,10.20904,11.64562
'[17:16:01.468 26/09/2023]',2.960694,1.341672E-11,0.4230615,1.688937,-4.388832,0.7040324,5.405,89.05508
'[17:16:01.476 26/09/2023]',-0.45522,1.341672E-11,-7.294512,-3.738493,-4.209407,0.7897723,-1.680007,63.26104
'[17:16:01.484 26/09/2023]',4.68582,1.341672E-11,8.037942,3.304564,2.827778,5.413305,-6.887451,12.15831
'[17:16:01.492 26/09/2023]',0.1693444,1.341672E-11,-10.75068,-6.131572,-9.567039,0.897935,-5.099364,-11.71422
'[17:16:01.500 26/09/2023]',3.685831,1.341672E-11,1.233249,1.959397,-2.775729,2.621773,-8.60337,32.29975
'[17:16:01.508 26/09/2023]',1.447138,1.341672E-11,2.555023,3.593332,0.5399691,1.739167,2.894901,80.29549
'[17:16:01.516 26/09/2023]',-4.3361,1.341672E-11,-2.299328,0.5195317,1.945783,-3.708972,2.84001,-10.85725
'[17:16:01.524 26/09/2023]',-0.6236637,1.341672E-11,-3.477801,-0.7618678,-0.1160727,-0.7400243,-4.20532,39.84593
'[17:16:01.532 26/09/2023]',-5.375309,1.341672E-11,2.384176,-3.637421,-0.7120918,-0.1656001,3.574124,15.73714
'[17:16:01.540 26/09/2023]',-10.71124,1.341672E-11,-5.740319,-3.051081,-4.411405,-0.1435234,-3.514421,19.84475
'[17:16:01.548 26/09/2023]',2.6046,1.341672E-11,-2.709682,3.305394,-0.1245824,4.326734,-0.994917,-24.08395
'[17:16:01.556 26/09/2023]',6.942462,1.341672E-11,-1.139675,-1.661918,-1.747029,-2.683138,-3.792839,16.00152
'[17:16:01.564 26/09/2023]',-3.988347,1.341672E-11,-0.1297036,1.126041,0.40314,-5.025331,0.24149,-20.02437
'[17:16:01.572 26/09/2023]',0.2417132,1.341672E-11,7.382421,2.188191,3.946882,0.611527,-11.54431,-30.15425
'[17:16:01.580 26/09/2023]',2.151317,1.341672E-11,-4.632942,0.1618559,-4.102727,-1.342144,2.042182,4.410772
'[17:16:01.588 26/09/2023]',1.317988,1.341672E-11,-1.100996,2.907369,-0.6642376,-2.480185,6.59971,15.02081
'[17:16:01.596 26/09/2023]',3.972603,1.341672E-11,1.72755,0.6285013,1.925717,-2.07405,2.909083,-11.0003
'[17:16:01.604 26/09/2023]',2.658778,1.341672E-11,-4.466217,1.420022,-0.853366,-1.048297,-0.2222105,20.72057
'[17:16:01.612 26/09/2023]',-1.507092,1.341672E-11,3.316937,0.2747178,-3.214452,2.645675,8.360961,-28.94757
'[17:16:01.620 26/09/2023]',2.392734,1.341672E-11,1.84051,-2.017872,-2.365551,-1.65176,-0.07647638,-15.02339
'[17:16:01.628 26/09/2023]',-2.466507,1.341672E-11,0.8989989,1.216626,-4.364164,0.9505814,-2.066535,-21.0087
'[17:16:01.636 26/09/2023]',1.100025,1.341672E-11,-2.875091,-1.227553,0.5775916,-2.946463,-12.29699,-0.4379994
'[17:16:01.644 26/09/2023]',11.31281,1.341672E-11,2.688106,10.45358,6.262865,7.859057,6.553493,13.34332
'[17:16:01.652 26/09/2023]',-10.45725,1.341672E-11,-13.64977,-11.92997,-10.88979,-14.67675,9.004824,-24.65993
'[17:16:01.660 26/09/2023]',-21.22144,1.341672E-11,-26.32484,-24.82804,-24.94845,-28.77022,-16.96695,116.5748
'[17:16:01.668 26/09/2023]',-6.484614,1.341672E-11,-2.841359,-8.230382,-8.942652,-10.43956,-9.739621,99.08248
'[17:16:01.676 26/09/2023]',-5.068957,1.341672E-11,0.9822528,2.410851,4.316218,0.7184976,1.41544,-19.30281
'[17:16:01.684 26/09/2023]',-4.642714,1.341672E-11,-4.242127,-1.047524,-4.944337,-1.360853,-2.029469,29.59864
'[17:16:01.692 26/09/2023]',2.968697,1.341672E-11,1.191844,-2.638312,-5.930886,-4.83106,-1.536253,35.45361
'[17:16:01.700 26/09/2023]',10.40742,1.341672E-11,5.912481,9.767445,11.35437,12.03497,5.819607,-69.57038
'[17:16:01.708 26/09/2023]',12.8575,1.341672E-11,-3.131538,5.140516,10.41658,4.097261,8.180718,9.386481
'[17:16:01.716 26/09/2023]',6.275915,1.341672E-11,5.109571,3.95708,10.293,3.627117,14.44154,-53.8669
'[17:16:01.724 26/09/2023]',3.664007,1.341672E-11,-2.823635,-4.14678,1.7116,3.985983,-1.197485,-4.557511
'[17:16:01.732 26/09/2023]',-9.881486,1.341672E-11,-3.71571,-14.85256,-8.395614,-6.972332,-21.71017,14.05693
'[17:16:01.740 26/09/2023]',-1.567583,1.341672E-11,-4.285813,-5.491524,-0.5711408,-4.858815,-5.358785,16.97933
'[17:16:01.748 26/09/2023]',8.849401,1.341672E-11,-0.879963,-5.273839,-1.85535,-2.720432,-5.589083,67.96343
'[17:16:01.756 26/09/2023]',11.17722,1.341672E-11,11.83748,11.23881,13.58978,6.826015,10.49425,25.11366
'[17:16:01.764 26/09/2023]',7.087671,1.341672E-11,9.049178,2.814534,-1.924182,-2.477757,-0.1961792,-37.45827
'[17:16:01.772 26/09/2023]',4.923425,1.341672E-11,1.350308,1.242482,-2.968875,-3.39536,1.637998,30.75757
'[17:16:01.780 26/09/2023]',-1.916609,1.341672E-11,-0.3243065,-0.4093086,-2.40123,-11.02832,7.645554,-9.508023
'[17:16:01.788 26/09/2023]',-0.8643675,1.341672E-11,1.257229,-4.122299,-3.048824,-1.754414,6.369745,7.768095
'[17:16:01.796 26/09/2023]',-0.687595,1.341672E-11,-2.793509,0.2891854,1.717435,-5.003875,6.5059,32.23693
'[17:16:01.804 26/09/2023]',0.4384633,1.341672E-11,-6.014513,0.3078117,2.020832,-4.812134,13.85876,13.6725
'[17:16:01.812 26/09/2023]',7.584235,1.341672E-11,2.360637,3.849798,3.368466,4.080921,-3.11456,-21.99607
'[17:16:01.820 26/09/2023]',-1.139019,1.341672E-11,-0.3518959,-0.07463374,-1.384028,1.333916,-0.1830881,31.17243
'[17:16:01.828 26/09/2023]',2.651304,1.341672E-11,-2.466076,-1.250542,-1.63412,-2.708537,-2.137215,-12.09424
'[17:16:01.836 26/09/2023]',-4.437979,1.341672E-11,-7.284083,-5.019737,-0.08204467,-7.847513,7.001045,8.300756
'[17:16:01.844 26/09/2023]',1.653155,1.341672E-11,-10.07709,-7.23201,-5.088621,-4.906892,5.142347,10.35728
'[17:16:01.852 26/09/2023]',11.23068,1.341672E-11,8.709569,3.830418,3.432576,5.85247,-4.14149,-83.07497
'[17:16:01.860 26/09/2023]',10.1431,1.341672E-11,-0.6991954,5.959351,5.923847,0.4927829,-3.869523,-6.656153
'[17:16:01.868 26/09/2023]',3.720146,1.341672E-11,1.383647,2.4875,-4.461088,-0.9394981,-2.496202,-54.98029
'[17:16:01.876 26/09/2023]',6.780068,1.341672E-11,-0.7089274,4.321117,1.747582,-2.60858,2.703468,35.0224
'[17:16:01.884 26/09/2023]',10.02841,1.341672E-11,4.05672,-2.977766,1.178118,-3.94588,-3.99595,-20.76492
'[17:16:01.892 26/09/2023]',-4.045671,1.341672E-11,3.907684,-0.2296694,0.1049127,0.4988805,1.838666,-0.7278425
'[17:16:01.900 26/09/2023]',-6.388834,1.341672E-11,-6.83657,-7.306335,-4.914816,-8.665663,-8.721697,22.99752
'[17:16:01.908 26/09/2023]',-8.589419,1.341672E-11,4.591419,-5.28075,-1.923761,-2.470195,-7.008763,-31.17279
'[17:16:01.916 26/09/2023]',6.291975,1.341672E-11,-3.882905,2.241473,0.4836567,1.106295,-1.259327,-5.71914
'[17:16:01.924 26/09/2023]',-4.765262,1.341672E-11,-2.708867,-5.520048,-3.378691,-11.12789,0.1297581,16.63433
'[17:16:01.932 26/09/2023]',6.159646,1.341672E-11,6.053605,4.968193,-2.215067,-0.9022633,14.17245,-16.23223
'[17:16:01.940 26/09/2023]',-0.9099988,1.341672E-11,3.749811,0.7311039,-1.368491,-1.623887,-2.328821,54.52394
'[17:16:01.948 26/09/2023]',-9.21783,1.341672E-11,-5.810397,-4.128914,-8.015028,-2.16012,-4.023459,39.22642
'[17:16:01.956 26/09/2023]',-2.61151,1.341672E-11,-3.968921,-4.717024,-2.063654,-1.068419,4.861129,59.69093
'[17:16:01.964 26/09/2023]',-0.2525851,1.341672E-11,1.227675,-3.135446,-2.638334,0.1071581,3.158824,-17.6009
'[17:16:01.972 26/09/2023]',-0.503436,1.341672E-11,-0.8481093,-4.588583,-4.91914,0.7736402,0.6917444,55.05795
'[17:16:01.980 26/09/2023]',8.071715,1.341672E-11,4.402161,11.06807,1.38141,-1.765579,3.299742,5.558457
'[17:16:01.988 26/09/2023]',-8.637952,1.341672E-11,-7.090036,-6.328409,-6.31834,-6.700319,-8.803169,-40.52636
'[17:16:01.996 26/09/2023]',-12.43826,1.341672E-11,-11.98141,-0.4381628,-5.354959,-2.220059,1.528651,-17.73787
'[17:16:02.004 26/09/2023]',2.971764,1.341672E-11,-9.181708,-1.317432,-1.677283,-3.812419,10.07398,6.260715
'[17:16:02.012 26/09/2023]',4.417651,1.341672E-11,-1.098683,3.305549,-1.191962,-1.431074,-4.686089,-56.1999
'[17:16:02.020 26/09/2023]',2.198433,1.341672E-11,2.927257,-5.186451,-0.3920649,2.452518,-0.8821795,4.726643
'[17:16:02.028 26/09/2023]',-12.32691,1.341672E-11,-12.81586,-12.61511,-4.670322,-0.5148294,-3.473999,-26.12195
'[17:16:02.036 26/09/2023]',-0.1869084,1.341672E-11,-9.767873,-3.773916,2.039766,2.0854,-4.699337,35.73743
'[17:16:02.044 26/09/2023]',0.5451235,1.341672E-11,7.677502,4.333486,4.409588,-3.513091,-8.855568,23.17506
'[17:16:02.052 26/09/2023]',2.293048,1.341672E-11,-3.004032,-1.866339,-1.362661,-2.995969,-0.06338947,12.62819
'[17:16:02.060 26/09/2023]',-0.1248829,1.341672E-11,-9.958953,-1.44626,-1.822343,3.31922,-10.83241,13.45709
'[17:16:02.068 26/09/2023]',-2.764248,1.341672E-11,-6.71001,-9.165962,-3.924865,-6.087663,-14.03525,6.714909
'[17:16:02.076 26/09/2023]',2.94246,1.341672E-11,-0.2938235,3.919029,-1.036485,1.960543,-1.566017,-58.37634
'[17:16:02.084 26/09/2023]',-7.542942,1.341672E-11,-12.16361,-8.873063,-5.208492,-9.11871,-8.301268,82.98431
'[17:16:02.092 26/09/2023]',-4.514207,1.341672E-11,6.687544,2.033881,5.89104,0.9373097,12.169,-1.356275
'[17:16:02.100 26/09/2023]',-4.254885,1.341672E-11,-2.262687,-8.815442,-2.949578,0.9513815,1.408288,23.00606
'[17:16:02.108 26/09/2023]',-2.981938,1.341672E-11,-2.784659,-0.6905243,-2.632755,0.01729879,-9.327686,33.13306
'[17:16:02.116 26/09/2023]',-3.032134,1.341672E-11,1.671884,0.5737717,4.527153,5.18958,4.853328,-39.37292
'[17:16:02.124 26/09/2023]',-3.353453,1.341672E-11,-2.772427,-2.456018,-1.390518,0.2119921,0.8748868,31.45058
'[17:16:02.132 26/09/2023]',-7.111893,1.341672E-11,-7.544438,-4.61165,-7.900823,-3.349012,-27.42952,16.25827
'[17:16:02.140 26/09/2023]',1.553773,1.341672E-11,-10.70846,0.2600401,1.729087,-1.230389,4.306538,-71.00146
'[17:16:02.148 26/09/2023]',-0.2420597,1.341672E-11,-6.149326,-1.936699,-0.1092632,3.397183,-2.020908,-12.60247
'[17:16:02.156 26/09/2023]',-0.8954646,1.341672E-11,-4.690738,-1.188184,-4.726875,-7.879747,-8.938365,-11.40623
'[17:16:02.164 26/09/2023]',3.821887,1.341672E-11,-2.508772,3.653985,5.199371,0.4137547,10.39127,14.45324
'[17:16:02.172 26/09/2023]',-0.3421476,1.341672E-11,1.034891,-0.6676782,4.716331,7.750256,4.22104,10.60465
'[17:16:02.180 26/09/2023]',-4.946932,1.341672E-11,0.1134962,-7.339577,-1.59022,-5.40336,-0.7080892,-16.30494
'[17:16:02.188 26/09/2023]',-3.785388,1.341672E-11,-2.228091,-5.341938,2.526112,0.0542134,5.81582,-32.03371
'[17:16:02.196 26/09/2023]',-8.035193,1.341672E-11,5.016322,-2.250857,6.260269,1.19839,8.211149,-7.532267
'[17:16:02.204 26/09/2023]',-5.663801,1.341672E-11,4.401456,-5.193773,0.6559395,-2.313543,-6.081868,25.34523
'[17:16:02.212 26/09/2023]',5.79567,1.341672E-11,-0.1152264,2.373364,0.4360859,7.315904,2.951428,-41.9181
'[17:16:02.220 26/09/2023]',6.034505,1.341672E-11,-0.5303309,6.586159,3.89407,4.063563,6.157948,-10.27651
'[17:16:02.228 26/09/2023]',14.16668,1.341672E-11,8.284041,14.0215,14.17703,5.34848,5.440534,-63.56953
'[17:16:02.236 26/09/2023]',-0.4039663,1.341672E-11,3.552604,-0.1708708,3.251663,-1.197102,4.975797,8.019738
'[17:16:02.244 26/09/2023]',2.933898,1.341672E-11,-0.06033964,6.762585,-1.739964,1.469312,4.651602,4.784826
'[17:16:02.252 26/09/2023]',1.281681,1.341672E-11,2.976558,0.6229712,3.014766,2.018369,-11.88766,2.977866
'[17:16:02.260 26/09/2023]',0.8005914,1.341672E-11,4.662973,1.710696,-0.1740106,2.036632,9.765728,26.74282
'[17:16:02.268 26/09/2023]',-3.048978,1.341672E-11,-7.696372,-4.299386,-7.862182,-5.859375,-13.84234,-26.19257
'[17:16:02.276 26/09/2023]',1.962613,1.341672E-11,3.500166,3.254711,3.803179,-0.305016,-10.17448,8.522944
'[17:16:02.284 26/09/2023]',1.382693,1.341672E-11,0.9449697,1.754661,-0.1579601,1.855579,2.366164,38.44019
'[17:16:02.292 26/09/2023]',3.000316,1.341672E-11,6.77203,4.630817,-0.009322802,6.861459,11.03583,-1.108068
'[17:16:02.300 26/09/2023]',0.8111814,1.341672E-11,2.10398,0.5857347,1.417991,-4.749315,11.93256,75.73651
'[17:16:02.308 26/09/2023]',-12.19075,1.341672E-11,-3.23108,-8.88802,-1.929336,-6.151432,-7.87737,16.77679
'[17:16:02.316 26/09/2023]',3.44748,1.341672E-11,-2.00127,0.7299178,-4.98235,2.609931,5.097995,-31.53902
'[17:16:02.324 26/09/2023]',11.78309,1.341672E-11,4.833758,5.134862,1.11968,0.7036453,-0.00810956,-27.02889
'[17:16:02.332 26/09/2023]',6.740256,1.341672E-11,1.410339,1.293913,6.781194,0.2525083,-12.51325,44.9324
'[17:16:02.340 26/09/2023]',-9.389479,1.341672E-11,1.934246,-1.240132,2.395509,-1.192284,2.810274,10.80729
'[17:16:02.348 26/09/2023]',-0.1215248,1.341672E-11,3.832407,2.001104,2.46023,-2.473008,-7.51739,-20.85886
'[17:16:02.356 26/09/2023]',16.26056,1.341672E-11,15.4247,18.60351,16.76651,16.13435,11.51235,61.5015
'[17:16:02.364 26/09/2023]',24.17845,1.341672E-11,29.56483,27.28921,27.03434,27.59495,29.49258,-166.6923
'[17:16:02.372 26/09/2023]',3.703383,1.341672E-11,-0.1401685,7.509389,8.314669,7.45985,0.7925012,-42.75137
'[17:16:02.380 26/09/2023]',-6.755221,1.341672E-11,-5.55674,-7.073265,-2.265903,-9.735778,-10.29952,-14.66237
'[17:16:02.388 26/09/2023]',-2.325624,1.341672E-11,-0.4816976,-6.580347,-3.621568,-6.562547,-8.829727,2.332755
'[17:16:02.396 26/09/2023]',-1.914853,1.341672E-11,-0.08609475,-1.447857,-2.009682,-1.164112,-2.875586,3.316475
'[17:16:02.404 26/09/2023]',-6.205916,1.341672E-11,-9.350943,-2.863914,-6.011638,-6.730839,-7.466038,-18.37965
'[17:16:02.412 26/09/2023]',3.124002,1.341672E-11,-8.399837,0.8389571,0.09704727,0.1770372,-11.34216,21.51306
'[17:16:02.420 26/09/2023]',-5.804154,1.341672E-11,4.23383,-1.036763,-0.7336581,-0.8837152,-18.27958,45.1437
'[17:16:02.428 26/09/2023]',1.453388,1.341672E-11,6.621178,4.601292,4.527631,8.816331,-9.171302,88.67978
'[17:16:02.436 26/09/2023]',3.818431,1.341672E-11,4.05103,2.500392,2.9024,10.24141,3.556946,-36.42099
'[17:16:02.444 26/09/2023]',6.024,1.341672E-11,-0.9104096,2.94105,2.053127,6.923321,7.097368,-70.68315
'[17:16:02.452 26/09/2023]',2.300703,1.341672E-11,4.806764,-0.9801638,4.677204,-3.513223,4.404158,-15.98022
'[17:16:02.460 26/09/2023]',-7.400794,1.341672E-11,-4.242435,-10.22591,-5.747772,-11.8968,-13.83742,34.09983
'[17:16:02.468 26/09/2023]',-1.287514,1.341672E-11,-6.268522,-2.69156,-4.806882,-2.408463,-6.180259,23.6104
'[17:16:02.476 26/09/2023]',9.007729,1.341672E-11,11.60054,8.262205,3.530055,6.316351,4.51471,36.42534
'[17:16:02.484 26/09/2023]',4.70722,1.341672E-11,-3.358702,-0.3944594,-1.809302,-2.308498,-5.857519,64.20278
'[17:16:02.492 26/09/2023]',-3.954574,1.341672E-11,-0.7864355,-2.209311,1.344164,-2.78167,-9.862018,-28.66496
'[17:16:02.500 26/09/2023]',-1.406505,1.341672E-11,9.190021,1.303396,6.160555,6.841059,-3.049793,-98.65318
'[17:16:02.508 26/09/2023]',1.970349,1.341672E-11,-0.6789103,-2.618595,1.372129,1.563034,2.114866,33.41457
'[17:16:02.516 26/09/2023]',-0.6240291,1.341672E-11,-8.32322,-3.276414,0.7334542,-5.170043,-8.123971,31.05005
'[17:16:02.524 26/09/2023]',-10.19304,1.341672E-11,-10.56996,-9.129366,-7.358073,-7.94769,-12.71129,39.94563
'[17:16:02.532 26/09/2023]',1.885786,1.341672E-11,4.83817,1.275065,2.089392,4.892908,6.13878,-37.36194
'[17:16:02.540 26/09/2023]',-1.570166,1.341672E-11,4.011841,-0.2344299,-4.009144,-0.7638131,-4.521356,42.86214
'[17:16:02.548 26/09/2023]',-1.911726,1.341672E-11,-4.601778,-3.297731,-3.64637,-9.586539,-0.2450264,31.20998
'[17:16:02.556 26/09/2023]',-3.518104,1.341672E-11,0.4708318,2.285809,-1.818244,-4.196047,2.014252,-40.84289
'[17:16:02.564 26/09/2023]',5.301574,1.341672E-11,-9.832417,-2.308242,-5.566959,-0.9132239,6.87759,-10.08389
'[17:16:02.572 26/09/2023]',0.4072973,1.341672E-11,6.252122,-2.167782,0.8243477,7.61366,3.403278,4.64558
'[17:16:02.580 26/09/2023]',-1.582778,1.341672E-11,6.679636,4.246134,-2.21311,3.300847,4.733551,40.97693
'[17:16:02.588 26/09/2023]',-4.063387,1.341672E-11,-1.522828,-3.000865,-0.4356622,-3.835119,-13.53971,57.31901
'[17:16:02.596 26/09/2023]',4.509934,1.341672E-11,1.058717,4.150421,1.662644,2.411261,1.603048,41.85292
'[17:16:02.604 26/09/2023]',8.583753,1.341672E-11,3.12761,2.458882,-1.02202,-3.556677,-5.390579,61.35748
